Order	PID	MS SubClass	MS Zoning	Lot Frontage	Lot Area	Street	Alley	Lot Shape	Land Contour	Utilities	Lot Config	Land Slope	Neighborhood	Condition 1	Condition 2	Bldg Type	House Style	Overall Qual	Overall Cond	Year Built	Year Remod/Add	Roof Style	Roof Matl	Exterior 1st	Exterior 2nd	Mas Vnr Type	Mas Vnr Area	Exter Qual	Exter Cond	Foundation	Bsmt Qual	Bsmt Cond	Bsmt Exposure	BsmtFin Type 1	BsmtFin SF 1	BsmtFin Type 2	BsmtFin SF 2	Bsmt Unf SF	Total Bsmt SF	Heating	Heating QC	Central Air	Electrical	1st Flr SF	2nd Flr SF	Low Qual Fin SF	Gr Liv Area	Bsmt Full Bath	Bsmt Half Bath	Full Bath	Half Bath	Bedroom AbvGr	Kitchen AbvGr	Kitchen Qual	TotRms AbvGrd	Functional	Fireplaces	Fireplace Qu	Garage Type	Garage Yr Blt	Garage Finish	Garage Cars	Garage Area	Garage Qual	Garage Cond	Paved Drive	Wood Deck SF	Open Porch SF	Enclosed Porch	3Ssn Porch	Screen Porch	Pool Area	Pool QC	Fence	Misc Feature	Misc Val	Mo Sold	Yr Sold	Sale Type	Sale Condition	SalePrice
242	0905453080	020	RL	44	17485	Pave	NA	IR2	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	7	5	2009	2010	Gable	CompShg	VinylSd	VinylSd	Stone	96	Gd	TA	PConc	Gd	TA	Gd	GLQ	1346	Unf	0	162	1508	GasA	Ex	Y	SBrkr	1508	0	0	1508	1	0	1	0	1	1	Gd	5	Typ	2	TA	Attchd	2009	RFn	2	572	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	1	2010	Con	Partial	308030
243	0905475510	020	RL		11200	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	Edwards	Norm	Norm	1Fam	1Story	5	3	1964	1964	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	Fa	CBlock	TA	TA	Mn	Unf	0	Unf	0	1250	1250	GasA	Ex	Y	SBrkr	1298	0	0	1298	0	0	2	0	3	1	TA	5	Typ	0	NA	Detchd	1964	Unf	2	504	TA	Fa	N	0	144	0	0	0	0	NA	NA	NA	0	6	2010	COD	Normal	114000
244	0905478190	020	RL	60	11100	Pave	NA	Reg	Low	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	4	7	1946	2006	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	NA	NA	NA	NA	0	NA	0	0	0	GasA	Ex	Y	SBrkr	930	0	0	930	0	0	1	0	2	1	Gd	6	Typ	0	NA	Detchd	1946	Unf	1	308	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Abnorml	84900
245	0906201030	060	RL	77	9206	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	6	5	1985	1985	Gable	CompShg	HdBoard	HdBoard	BrkFace	336	Gd	TA	CBlock	Gd	TA	No	Unf	0	Unf	0	741	741	GasA	TA	Y	SBrkr	977	755	0	1732	0	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	1985	Fin	2	476	TA	TA	Y	192	46	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	178000
246	0906201120	020	RL	83	11980	Pave	NA	Reg	Low	AllPub	Inside	Mod	SawyerW	Norm	Norm	1Fam	1Story	7	5	1987	1987	Gable	CompShg	Plywood	Plywood	BrkFace	177	Gd	TA	CBlock	Gd	TA	Gd	GLQ	1433	Unf	0	0	1433	GasA	Ex	Y	SBrkr	1433	0	0	1433	1	0	1	1	1	1	Gd	4	Typ	2	TA	Attchd	1987	RFn	2	528	Gd	Gd	Y	0	278	0	0	266	0	NA	MnPrv	NA	0	6	2010	WD 	Normal	270000
247	0906204230	060	RL	87	12361	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	SawyerW	Norm	Norm	1Fam	2Story	6	7	1993	1993	Gable	CompShg	VinylSd	VinylSd	BrkFace	85	Gd	Gd	PConc	Gd	TA	No	GLQ	860	Unf	0	86	946	GasA	Ex	Y	SBrkr	964	838	0	1802	0	1	2	1	3	1	Gd	8	Typ	1	Gd	2Types	2000	RFn	4	1017	TA	TA	Y	450	92	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	218000
248	0906223090	060	RL	80	9938	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	1993	1994	Gable	CompShg	MetalSd	MetalSd	BrkFace	246	Gd	TA	PConc	Gd	TA	No	GLQ	750	Unf	0	300	1050	GasA	Ex	Y	SBrkr	1062	887	0	1949	1	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	1993	Fin	2	574	TA	TA	Y	156	90	0	0	0	0	NA	GdPrv	NA	0	6	2010	WD 	Normal	236000
249	0906225210	085	RL	73	9069	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	SFoyer	6	6	1992	1992	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	PConc	Gd	TA	Av	GLQ	747	Unf	0	189	936	GasA	Ex	Y	SBrkr	996	0	0	996	1	0	1	0	2	1	Gd	5	Typ	0	NA	Attchd	1992	Unf	2	564	TA	TA	Y	120	0	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	147000
250	0906378100	020	RL	64	10475	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	72	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	1694	1694	GasA	Ex	Y	SBrkr	1694	0	0	1694	0	0	2	0	3	1	Gd	7	Typ	0	NA	Attchd	2008	RFn	3	776	TA	TA	Y	160	33	0	0	0	0	NA	NA	NA	0	2	2010	WD 	Normal	245350
251	0906380190	020	RL	64	6762	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	Stone	24	Gd	TA	PConc	Gd	TA	Av	GLQ	686	Unf	0	501	1187	GasA	Ex	Y	SBrkr	1208	0	0	1208	1	0	2	0	2	1	Gd	6	Typ	0	NA	Attchd	2006	RFn	2	632	TA	TA	Y	105	61	0	0	0	0	NA	NA	NA	0	2	2010	WD 	Normal	206000
252	0906385010	020	RL	94	10402	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2009	2009	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1226	1226	GasA	Ex	Y	SBrkr	1226	0	0	1226	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2009	RFn	3	740	TA	TA	Y	0	36	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	198900
253	0906385020	020	RL	64	7360	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2010	2010	Gable	CompShg	VinylSd	VinylSd	Stone	80	Gd	TA	PConc	Gd	TA	No	GLQ	24	Unf	0	1198	1222	GasA	Ex	Y	SBrkr	1222	0	0	1222	0	0	2	0	2	1	Gd	6	Typ	0	NA	Attchd	2009	RFn	2	615	TA	TA	Y	0	54	0	0	0	0	NA	NA	NA	0	3	2010	WD 	Normal	187000
254	0906402200	060	RL	90	12376	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	1990	1990	Hip	CompShg	Plywood	Plywood	None	0	TA	TA	PConc	Gd	TA	Mn	GLQ	1470	Unf	0	203	1673	GasA	Gd	Y	SBrkr	1699	1523	0	3222	1	0	3	0	5	1	Gd	11	Typ	2	TA	Attchd	1990	Unf	3	594	TA	TA	Y	367	0	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	320000
255	0906425045	050	RL	82	14235	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	1.5Fin	6	8	1900	1993	Gable	CompShg	Wd Sdng	Plywood	None	0	TA	TA	PConc	Fa	Gd	No	Unf	0	Unf	0	676	676	GasA	TA	Y	SBrkr	831	614	0	1445	0	0	2	0	3	1	TA	6	Typ	0	NA	Detchd	1957	Unf	2	484	TA	TA	N	0	59	0	0	0	0	NA	NA	NA	0	3	2010	WD 	Normal	138500
256	0906477110	080	RL	80	8816	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	ClearCr	Norm	Norm	1Fam	SLvl	6	7	1971	1971	Gable	CompShg	HdBoard	HdBoard	BrkFace	80	TA	TA	CBlock	TA	TA	Av	GLQ	504	Unf	0	506	1010	GasA	Gd	Y	SBrkr	1052	0	0	1052	1	0	1	0	3	1	TA	6	Typ	0	NA	Attchd	1971	Unf	2	440	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	6	2010	WD 	Normal	155000
257	0907125090	085	RL	82	11105	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	SFoyer	5	5	1996	1996	Gable	CompShg	VinylSd	VinylSd	None	0	TA	Gd	PConc	Gd	Fa	Av	GLQ	870	Unf	0	0	870	GasA	Gd	Y	SBrkr	965	0	0	965	1	0	1	0	2	1	TA	4	Typ	0	NA	Attchd	1998	Unf	2	580	Gd	TA	Y	71	0	0	0	0	0	NA	GdPrv	NA	0	7	2010	WD 	Normal	159000
258	0907180050	060	RL		9337	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	1997	1998	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	ALQ	353	Unf	0	525	878	GasA	Ex	Y	SBrkr	892	800	0	1692	0	0	2	1	3	1	TA	8	Typ	1	TA	Attchd	1997	RFn	2	513	TA	TA	Y	0	39	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	191000
259	0907185060	060	RL	70	8750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	6	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	116	TA	TA	PConc	Gd	TA	No	GLQ	505	Unf	0	299	804	GasA	Ex	Y	SBrkr	804	878	0	1682	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	1998	RFn	2	523	TA	TA	Y	0	77	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	200500
260	0907200280	020	RL	38	15240	Pave	NA	IR1	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	8	1977	2004	Gable	CompShg	CemntBd	CmentBd	None	0	Gd	Gd	CBlock	Gd	TA	No	GLQ	198	Rec	688	140	1026	GasA	Ex	Y	SBrkr	1026	0	0	1026	1	0	1	1	3	1	TA	5	Typ	0	NA	Attchd	1977	Unf	1	308	TA	TA	Y	316	85	0	0	0	0	NA	MnPrv	NA	0	6	2010	WD 	Normal	150000
261	0907200290	060	RL		10900	Pave	NA	IR1	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	2Story	6	7	1977	1977	Gable	CompShg	HdBoard	HdBoard	BrkFace	153	TA	TA	CBlock	Gd	TA	No	GLQ	378	Unf	0	311	689	GasA	Ex	Y	SBrkr	689	703	0	1392	0	0	1	1	3	1	TA	6	Typ	0	NA	Attchd	1977	Fin	1	299	TA	TA	Y	0	36	0	0	0	0	NA	MnPrv	Shed	450	3	2010	WD 	Normal	161750
262	0907200340	020	RL	75	10650	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	6	1976	1976	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	CBlock	TA	Gd	Av	LwQ	182	ALQ	712	0	894	GasA	TA	Y	SBrkr	894	0	0	894	1	0	1	0	3	1	TA	5	Typ	0	NA	Attchd	1976	Unf	1	308	TA	TA	Y	365	0	0	0	0	0	NA	MnPrv	NA	0	2	2010	WD 	Normal	128200
263	0907203070	020	RL	68	7480	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	6	1972	1972	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	TA	TA	Av	ALQ	480	Unf	0	396	876	GasA	TA	Y	SBrkr	876	0	0	876	1	0	1	0	3	1	TA	5	Typ	0	NA	Detchd	1977	Unf	2	484	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	6	2010	WD 	Normal	127000
264	0907250030	020	RL	80	10389	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2003	2003	Hip	CompShg	CemntBd	CmentBd	BrkFace	320	Gd	TA	PConc	Gd	TA	No	GLQ	1682	Unf	0	296	1978	GasA	Ex	Y	SBrkr	1978	0	0	1978	1	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	2003	RFn	3	850	TA	TA	Y	188	25	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	318000
265	0907252120	020	RL		11423	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2001	2002	Gable	CompShg	VinylSd	VinylSd	BrkFace	479	Gd	TA	PConc	Gd	TA	Av	GLQ	1358	Unf	0	223	1581	GasA	Ex	Y	SBrkr	1601	0	0	1601	1	0	2	0	3	1	Gd	6	Typ	1	TA	Attchd	2001	RFn	2	670	TA	TA	Y	180	0	0	0	0	0	NA	MnPrv	Shed	2000	5	2010	WD 	Normal	272000
266	0907262050	060	RL	44	9548	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	6	2003	2003	Gable	CompShg	VinylSd	VinylSd	BrkFace	223	Gd	TA	PConc	Gd	TA	No	GLQ	483	Unf	0	458	941	GasA	Ex	Y	SBrkr	941	888	0	1829	1	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	2003	RFn	2	613	TA	TA	Y	192	39	0	0	0	0	NA	NA	NA	0	1	2010	WD 	Normal	237000
267	0907280040	060	RL	75	9375	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	1997	1997	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1040	1040	GasA	Ex	Y	SBrkr	1044	1054	0	2098	0	0	2	1	4	1	Gd	9	Typ	1	TA	Attchd	1997	Fin	2	621	TA	TA	Y	331	38	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	240000
268	0907290040	020	RL	48	12137	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	442	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1649	1649	GasA	Ex	Y	SBrkr	1661	0	0	1661	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	1998	RFn	2	598	TA	TA	Y	0	34	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	224900
269	0907290170	120	RM		4435	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	TwnhsE	1Story	6	5	2003	2003	Gable	CompShg	VinylSd	VinylSd	BrkFace	170	Gd	TA	PConc	Gd	TA	Av	GLQ	672	Unf	0	176	848	GasA	Ex	Y	SBrkr	848	0	0	848	1	0	1	0	1	1	Gd	4	Typ	0	NA	Attchd	2003	Fin	2	420	TA	TA	Y	140	0	0	0	0	0	NA	NA	NA	0	4	2010	WD 	Normal	143750
270	0907290240	120	RM		4426	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	TwnhsE	1Story	6	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	BrkFace	169	Gd	TA	PConc	Gd	TA	Av	GLQ	662	Unf	0	186	848	GasA	Ex	Y	SBrkr	848	0	0	848	1	0	1	0	1	1	Gd	3	Typ	0	NA	Attchd	2004	RFn	2	420	TA	TA	Y	160	0	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	143000
271	0907401090	020	RL	48	10635	Pave	NA	IR2	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2003	2003	Hip	CompShg	VinylSd	VinylSd	BrkFace	171	Gd	TA	PConc	Gd	TA	Av	BLQ	370	GLQ	972	315	1657	GasA	Ex	Y	SBrkr	1668	0	0	1668	1	0	2	0	3	1	Gd	8	Typ	1	TA	Attchd	2003	Fin	2	502	TA	TA	Y	0	262	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	232000
272	0907410080	020	RL	70	8400	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2004	2005	Gable	CompShg	VinylSd	VinylSd	BrkFace	109	Gd	TA	PConc	Gd	TA	Av	GLQ	712	Unf	0	761	1473	GasA	Ex	Y	SBrkr	1484	0	0	1484	1	0	2	0	3	1	Gd	7	Typ	0	NA	Attchd	2004	RFn	2	606	TA	TA	Y	0	35	0	144	0	0	NA	NA	NA	0	5	2010	WD 	Normal	213000
273	0907414030	020	RL	65	8773	Pave	NA	Reg	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	BrkFace	98	Gd	TA	PConc	Gd	TA	Av	GLQ	24	Unf	0	1390	1414	GasA	Ex	Y	SBrkr	1414	0	0	1414	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2004	RFn	2	494	TA	TA	Y	132	105	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	185500
274	0908102060	030	RL	67	8777	Pave	NA	Reg	Lvl	AllPub	Inside	Mod	Edwards	Feedr	Norm	1Fam	1Story	3	6	1945	2007	Gable	CompShg	VinylSd	VinylSd	None	0	TA	Gd	CBlock	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	N	SBrkr	640	0	0	640	0	0	1	0	2	1	TA	5	Min1	0	NA	Detchd	1945	Unf	1	240	TA	TA	N	0	0	0	0	0	0	NA	NA	NA	0	4	2010	ConLD	Normal	84900
275	0908102110	020	RL	68	8842	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Edwards	Norm	Norm	1Fam	1Story	5	6	1954	1954	Gable	CompShg	VinylSd	VinylSd	None	0	TA	Gd	CBlock	Fa	TA	No	Unf	0	Unf	0	381	381	GasA	Ex	Y	SBrkr	992	0	0	992	0	0	1	0	3	1	TA	6	Typ	0	NA	Detchd	1954	Unf	1	319	TA	TA	Y	60	0	56	0	0	0	NA	MnPrv	NA	0	1	2010	Oth	Abnorml	155891
276	0908102130	090	RL	75	9825	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	Duplex	1Story	5	5	1965	1965	Hip	CompShg	AsphShn	AsphShn	None	0	TA	TA	CBlock	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	N	SBrkr	1664	0	0	1664	0	0	2	0	4	2	TA	8	Typ	0	NA	NA		NA	0	0	NA	NA	Y	0	0	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	100000
277	0908102170	020	RL	60	10044	Pave	NA	IR1	Low	AllPub	CulDSac	Gtl	Edwards	Norm	Norm	1Fam	1Story	5	6	1968	1968	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	Gd	TA	Gd	ALQ	1070	Unf	0	126	1196	GasA	TA	Y	SBrkr	1196	0	0	1196	1	0	1	0	3	1	TA	6	Typ	0	NA	Attchd	1968	RFn	1	336	TA	TA	Y	257	0	168	0	0	0	NA	MnPrv	NA	0	6	2010	WD 	Normal	144000
278	0908102300	050	RL	89	11792	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1.5Fin	4	5	1948	1950	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	744	744	GasA	Ex	N	FuseF	792	328	0	1120	0	0	1	0	2	1	Fa	5	Typ	0	NA	Detchd	1956	Unf	2	480	TA	Fa	P	0	0	0	0	160	0	NA	NA	NA	0	6	2010	WD 	Abnorml	64000
279	0908103350	080	RL	65	6305	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	SLvl	6	6	1975	1975	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	TA	TA	Av	ALQ	528	Unf	0	480	1008	GasA	TA	Y	SBrkr	1096	0	0	1096	1	0	1	0	3	1	TA	5	Typ	1	Fa	Detchd	1975	Unf	1	352	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	125200
280	0908152080	080	RL	94	7819	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	SLvl	6	5	1976	1976	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	TA	TA	Av	ALQ	422	BLQ	127	480	1029	GasA	TA	Y	SBrkr	1117	0	0	1117	1	0	1	0	3	1	TA	6	Typ	1	TA	Detchd	1976	Unf	2	672	TA	TA	Y	144	0	0	0	0	0	NA	MnPrv	NA	0	3	2010	WD 	Abnorml	107000
281	0908203100	020	RL	64	6410	Pave	NA	Reg	HLS	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	4	5	1958	1958	Hip	CompShg	WdShing	Wd Shng	None	0	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	960	960	GasA	Ex	Y	SBrkr	960	0	0	960	0	0	1	0	3	1	TA	5	Typ	0	NA	NA		NA	0	0	NA	NA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	5	2010	WD 	Normal	90000
282	0908208020	020	RM	80	8546	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Edwards	Norm	Norm	1Fam	1Story	4	5	2003	2004	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1121	1121	GasA	Ex	Y	SBrkr	1121	0	0	1121	0	0	2	0	2	1	TA	5	Typ	0	NA	Attchd	2003	RFn	2	440	TA	TA	Y	132	64	0	0	0	0	NA	NA	NA	0	3	2010	WD 	Normal	140000
283	0908225320	050	RL	52	8741	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1.5Fin	6	4	1945	1950	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	CBlock	TA	Fa	No	LwQ	94	Unf	0	641	735	GasA	TA	Y	FuseA	798	689	0	1487	0	0	1	1	3	1	TA	7	Typ	1	Gd	Detchd	1949	Unf	1	220	TA	TA	Y	0	140	0	0	0	0	NA	MnPrv	NA	0	4	2010	WD 	Normal	113000
284	0908226130	190	RL	60	12180	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	2fmCon	1.5Fin	4	4	1941	1950	Gable	CompShg	MetalSd	MetalSd	None	0	TA	Fa	BrkTil	Gd	TA	No	BLQ	348	Unf	0	324	672	Grav	Fa	N	FuseA	672	252	0	924	1	0	1	0	2	1	Fa	5	Typ	0	NA	Detchd	1941	Unf	1	280	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	7	2010	WD 	Normal	80000
285	0908275300	020	RL	68	8562	Pave	NA	Reg	Lvl	AllPub	Inside	Mod	Edwards	Norm	Norm	1Fam	1Story	5	6	1957	2002	Hip	CompShg	HdBoard	HdBoard	Stone	145	TA	TA	CBlock	TA	TA	Av	Rec	383	Unf	0	833	1216	GasA	Ex	Y	FuseA	1526	0	0	1526	0	0	1	0	4	1	TA	7	Min2	1	Gd	Basment	1957	Unf	1	364	TA	TA	Y	116	78	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	144500
286	0909100080	030	RL	67	4853	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	SWISU	Artery	Norm	1Fam	1Story	5	6	1924	1999	Gable	CompShg	MetalSd	VinylSd	BrkFace	203	TA	TA	BrkTil	TA	TA	Mn	Rec	133	Unf	0	974	1107	GasA	Fa	N	FuseA	1296	0	0	1296	0	0	2	0	2	1	Fa	5	Typ	1	Gd	Detchd	1979	Unf	1	260	TA	TA	Y	0	0	36	0	0	0	NA	MnPrv	NA	0	5	2010	WD 	Normal	104000
287	0909100110	070	RL	66	6858	Pave	NA	Reg	Bnk	AllPub	Corner	Gtl	SWISU	Norm	Norm	1Fam	2Story	6	4	1915	1950	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	806	806	GasA	TA	N	FuseF	841	806	0	1647	1	0	1	1	4	1	Fa	6	Typ	0	NA	Detchd	1920	Unf	1	216	TA	TA	Y	0	66	136	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	128000
288	0909101070	030	RL	45	8212	Pave	Grvl	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	3	3	1914	1950	Gable	CompShg	Stucco	Stucco	None	0	TA	Fa	BrkTil	TA	Fa	No	Rec	203	Unf	0	661	864	GasA	TA	N	FuseF	864	0	0	864	1	0	1	0	2	1	TA	5	Typ	0	NA	Detchd	1938	Unf	1	200	TA	Fa	Y	0	0	96	0	0	0	NA	NA	NA	0	6	2010	WD 	Normal	58500
289	0909176140	050	RL	50	5000	Pave	Pave	Reg	Lvl	AllPub	Inside	Gtl	SWISU	Norm	Norm	1Fam	1.5Fin	5	6	1924	1950	Gable	CompShg	BrkFace	Wd Sdng	None	0	TA	TA	BrkTil	TA	TA	No	LwQ	218	Unf	0	808	1026	GasA	TA	Y	SBrkr	1026	665	0	1691	0	0	2	0	3	1	Gd	6	Typ	1	Gd	Detchd	1924	Unf	1	308	TA	TA	Y	0	0	242	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	127000
290	0909176150	030	RL		7890	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	SWISU	Norm	Norm	1Fam	1Story	6	6	1939	1950	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	TA	TA	No	Rec	238	Unf	0	618	856	GasA	TA	Y	SBrkr	856	0	0	856	1	0	1	0	2	1	TA	4	Typ	1	Gd	Detchd	1939	Unf	2	399	TA	TA	Y	0	0	0	0	166	0	NA	NA	NA	0	3	2010	WD 	Normal	126000
291	0909177100	090	RH	60	7200	Pave	Pave	Reg	Lvl	AllPub	Inside	Gtl	SWISU	Norm	Norm	Duplex	2Story	4	6	1967	1967	Flat	Tar&Grv	Plywood	CBlock	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	862	1788	0	2650	0	0	3	0	6	2	TA	10	Min2	0	NA	NA		NA	0	0	NA	NA	Y	0	0	0	0	0	0	NA	NA	Shed	500	2	2010	WD 	Normal	160000
292	0909250030	050	RL	51	9839	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SWISU	Feedr	Norm	1Fam	1.5Fin	5	2	1931	1950	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	TA	Fa	No	Unf	0	Unf	0	894	894	GasA	Ex	Y	SBrkr	894	772	0	1666	1	0	1	0	3	1	TA	7	Typ	1	Gd	NA		NA	0	0	NA	NA	N	0	156	0	0	0	0	NA	NA	NA	0	5	2010	WD 	Normal	100000
